block,task_family,task,setting,seed,variant,variant_family,train_objective,decode_mode,parameters_from,rule_id,same_split,same_seed,same_rule,same_label_alphabet,labeled_size,unlabeled_size,dev_size,epochs,lr,lambda,weight,tau,eta,rule_feature_weight,pr_tau,pr_eta,p_event,illegal_mass,low_p_event_rate,unconstrained_legal_rate,constrained_legal_rate,char_accuracy,constrained_char_accuracy,exact_sequence_accuracy,constrained_exact_sequence_accuracy,nll,hidden_conflict_count,hidden_conflict_rate,fairness_flags,claim_use,notes
learning_curve,semi_real_field,product_code,labeled25_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,25,100,250,5,0.08,,,,,,,,0.777802147269249,0.222197852730751,0.02,0.972,1.0,0.7346666666666667,0.7386666666666667,0.064,0.064,0.9152146714528402,,0.02,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled25_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,25,100,250,5,0.08,0.1,,,,,,,0.9382783479690552,0.06172165203094482,0.0,1.0,1.0,0.7686666666666667,0.7686666666666667,0.124,0.124,0.8734860917727153,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled25_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,25,100,250,5,0.08,,,,,,,,0.796360873222351,0.20363912677764895,0.0,0.932,1.0,0.808,0.8086666666666666,0.176,0.176,0.5931064624786377,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled25_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,25,100,250,5,0.08,0.1,,,,,,,0.9290889976024628,0.07091100239753723,0.0,1.0,1.0,0.832,0.832,0.256,0.256,0.5479809255599976,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled25_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,$DD.DD,true,true,true,true,25,100,250,5,0.08,,,,,,,,0.7705831899642944,0.22941681003570558,0.032,0.904,1.0,0.8073333333333333,0.808,0.208,0.208,0.664463168780009,,0.032,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,amount,labeled25_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,$DD.DD,true,true,true,true,25,100,250,5,0.08,0.1,,,,,,,0.9304424896240234,0.06955751037597657,0.0,1.0,1.0,0.8306666666666667,0.8306666666666667,0.248,0.248,0.6000850140253703,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled50_unlabeled100,0,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,50,100,250,5,0.08,,,,,,,,0.8615431506633758,0.13845684933662417,0.0,0.98,1.0,0.8853333333333333,0.8906666666666667,0.456,0.464,0.4388498264948527,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled50_unlabeled100,0,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,50,100,250,5,0.08,0.1,,,,,,,0.9472532541751861,0.05274674582481387,0.0,1.0,1.0,0.91,0.91,0.54,0.54,0.3670983352661133,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled50_unlabeled100,1,B0_unconstrained,B0,crf_nll,unconstrained,,LL-DDD,true,true,true,true,50,100,250,5,0.08,,,,,,,,0.8539222818613053,0.14607771813869475,0.016,0.968,1.0,0.906,0.9126666666666666,0.532,0.54,0.39148499806722004,,0.016,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
learning_curve,semi_real_field,product_code,labeled50_unlabeled100,1,B4_semi_event_0.1,B4,semi_event,unconstrained,,LL-DDD,true,true,true,true,50,100,250,5,0.08,0.1,,,,,,,0.9558907103538513,0.044109289646148686,0.0,1.0,1.0,0.9353333333333333,0.9353333333333333,0.64,0.64,0.2771434810956319,,0.0,warn_b1_b3_not_independent_rows;warn_partial_baseline_grid,partial semi-real evidence,semi-real CPU-only local probe; not benchmark evidence
